id_municipio,ano,sigla_uf,regiao,prob_atingir_meta,prob_risco,atingiu_observado
1705102,2024,TO,Norte,0.004511277625149458,0.9954887223748505,0
2513927,2024,PB,Nordeste,0.004532872257866893,0.9954671277421331,0
3106101,2024,MG,Sudeste,0.004533092933110653,0.9954669070668893,0
5102850,2024,MT,Centro-Oeste,0.004535973999236618,0.9954640260007633,0
1200252,2024,AC,Norte,0.004551569197868021,0.995448430802132,0
2911501,2024,BA,Nordeste,0.00455924140868442,0.9954407585913155,1
2704005,2024,AL,Nordeste,0.004563519116621554,0.9954364808833784,0
3527306,2024,SP,Sudeste,0.004565868380961817,0.9954341316190382,0
3161056,2024,MG,Sudeste,0.0045706014216302295,0.9954293985783698,0
2104057,2024,MA,Nordeste,0.0045721745764972475,0.9954278254235027,0
3101102,2024,MG,Sudeste,0.004589791309417321,0.9954102086905827,0
3169802,2024,MG,Sudeste,0.004601860977199058,0.9953981390228009,0
1200104,2024,AC,Norte,0.00461474767316224,0.9953852523268377,0
1503093,2024,PA,Norte,0.004623651470977906,0.9953763485290221,0
2106805,2024,MA,Nordeste,0.004658660817954324,0.9953413391820457,0
2912509,2024,BA,Nordeste,0.004674336480088612,0.9953256635199114,0
3111507,2024,MG,Sudeste,0.004686867011272344,0.9953131329887277,0
3556800,2024,SP,Sudeste,0.00469696567028869,0.9953030343297113,0
4313409,2024,RS,Sul,0.004702971093742363,0.9952970289062576,0
3143609,2024,MG,Sudeste,0.004712225865091713,0.9952877741349083,0
5004106,2024,MS,Centro-Oeste,0.004716860074714185,0.9952831399252858,1
3523107,2024,SP,Sudeste,0.004729130361837287,0.9952708696381627,1
5106000,2024,MT,Centro-Oeste,0.004732082425588397,0.9952679175744116,1
2406155,2024,RN,Nordeste,0.004774079657850978,0.9952259203421491,0
2202059,2024,PI,Nordeste,0.004779819295055634,0.9952201807049443,1
2206050,2024,PI,Nordeste,0.004794432277104794,0.9952055677228953,1
4210704,2024,SC,Sul,0.004808034842689773,0.9951919651573102,0
2112902,2024,MA,Nordeste,0.004830360213821971,0.995169639786178,1
2706406,2024,AL,Nordeste,0.004837595688711673,0.9951624043112883,0
2501500,2024,PB,Nordeste,0.0048706874050992565,0.9951293125949008,0
2105401,2024,MA,Nordeste,0.004870721132229604,0.9951292788677704,0
3128808,2024,MG,Sudeste,0.004875704498364581,0.9951242955016354,0
1705557,2024,TO,Norte,0.004887857878223378,0.9951121421217766,0
3300936,2024,RJ,Sudeste,0.004893060814900853,0.9951069391850992,0
3512803,2024,SP,Sudeste,0.004902271572114708,0.9950977284278852,0
3151602,2024,MG,Sudeste,0.004906750434368543,0.9950932495656315,1
1100130,2024,RO,Norte,0.00491203623346996,0.9950879637665301,1
2108405,2024,MA,Nordeste,0.0049284627695118715,0.9950715372304881,1
1710904,2024,TO,Norte,0.004934730128481322,0.9950652698715187,1
2614006,2024,PE,Nordeste,0.004944975804454086,0.9950550241955459,0
3510500,2024,SP,Sudeste,0.004945279390081126,0.9950547206099188,0
5101308,2024,MT,Centro-Oeste,0.004946198071073044,0.995053801928927,0
3500758,2024,SP,Sudeste,0.004952445931422935,0.995047554068577,0
2926400,2024,BA,Nordeste,0.004953237251726208,0.9950467627482737,0
2901502,2024,BA,Nordeste,0.004953364893384794,0.9950466351066152,1
3160306,2024,MG,Sudeste,0.004955144152326651,0.9950448558476733,0
1716604,2024,TO,Norte,0.004965082869485685,0.9950349171305143,0
3507902,2024,SP,Sudeste,0.0049809360339383435,0.9950190639660617,0
3516705,2024,SP,Sudeste,0.004988189077651172,0.9950118109223488,0
3524600,2024,SP,Sudeste,0.004992500514582433,0.9950074994854176,0
2611507,2024,PE,Nordeste,0.004997747379956278,0.9950022526200437,0
3550001,2024,SP,Sudeste,0.005011059552733468,0.9949889404472665,0
3129806,2024,MG,Sudeste,0.005023168332554353,0.9949768316674457,1
1302900,2024,AM,Norte,0.0050284751580326635,0.9949715248419674,0
3509403,2024,SP,Sudeste,0.005074646971970811,0.9949253530280292,0
2500106,2024,PB,Nordeste,0.005084615606267525,0.9949153843937325,0
5219753,2024,GO,Centro-Oeste,0.005090784220157695,0.9949092157798423,0
2603702,2024,PE,Nordeste,0.005096134785795186,0.9949038652142048,1
3146255,2024,MG,Sudeste,0.005100285715600058,0.9948997142843999,1
3530805,2024,SP,Sudeste,0.0051121800754680615,0.9948878199245319,0
3553203,2024,SP,Sudeste,0.005114947846672213,0.9948850521533278,0
1709500,2024,TO,Norte,0.005148169734632421,0.9948518302653676,0
1720309,2024,TO,Norte,0.0051569388528078935,0.9948430611471921,1
1506351,2024,PA,Norte,0.0051572132430673335,0.9948427867569327,0
5100508,2024,MT,Centro-Oeste,0.005168161097211503,0.9948318389027885,0
1713205,2024,TO,Norte,0.0051684040514619525,0.9948315959485381,0
3546306,2024,SP,Sudeste,0.005169251273093807,0.9948307487269062,1
5104500,2024,MT,Centro-Oeste,0.005172551366732544,0.9948274486332674,1
1200054,2024,AC,Norte,0.005173463955918045,0.994826536044082,0
3144359,2024,MG,Sudeste,0.005179979942472334,0.9948200200575277,0
1702208,2024,TO,Norte,0.00518161620756905,0.9948183837924309,1
3303955,2024,RJ,Sudeste,0.005206250061059936,0.9947937499389401,1
1302207,2024,AM,Norte,0.0052092830560827065,0.9947907169439173,0
4318614,2024,RS,Sul,0.005212796467070383,0.9947872035329296,0
2401107,2024,RN,Nordeste,0.0052317559306430264,0.9947682440693569,0
3301207,2024,RJ,Sudeste,0.005233222909010635,0.9947667770909894,1
1301001,2024,AM,Norte,0.005234862017247702,0.9947651379827523,0
3133600,2024,MG,Sudeste,0.005244888969989662,0.9947551110300104,1
1300706,2024,AM,Norte,0.005253377320886537,0.9947466226791135,0
5107958,2024,MT,Centro-Oeste,0.005286286628679412,0.9947137133713206,1
2409100,2024,RN,Nordeste,0.005301001138601439,0.9946989988613986,1
5002001,2024,MS,Centro-Oeste,0.005314230516542482,0.9946857694834575,1
5108055,2024,MT,Centro-Oeste,0.005328054546680069,0.9946719454533199,0
3527009,2024,SP,Sudeste,0.005345980928288148,0.9946540190717118,0
3554201,2024,SP,Sudeste,0.00535601788570936,0.9946439821142906,0
2925204,2024,BA,Nordeste,0.005357287017489581,0.9946427129825104,0
3110905,2024,MG,Sudeste,0.005364894324218505,0.9946351056757815,1
5104609,2024,MT,Centro-Oeste,0.005371620607768513,0.9946283793922315,1
2910206,2024,BA,Nordeste,0.005376741767596515,0.9946232582324035,0
2615409,2024,PE,Nordeste,0.005413711389077751,0.9945862886109222,1
2407906,2024,RN,Nordeste,0.0054245470953695534,0.9945754529046305,0
2708956,2024,AL,Nordeste,0.005424616757220496,0.9945753832427795,0
3528007,2024,SP,Sudeste,0.0054311773463718346,0.9945688226536281,0
3545209,2024,SP,Sudeste,0.005488087943132178,0.9945119120568678,0
